file_pair_id,file1_path,file2_path,file1_name,file2_name,Dolphin_length,MonkeyOCR_length,length_difference,similarity_ratio,character_error_rate,word_error_rate,edit_distance,status
43,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0103.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0103.md,digibok_2007031501007_0103.md,digibok_2007031501007_0103.md,2301,2656,355,0.8743191446439379,0.25554106910039115,0.1761194029850746,588,success
44,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0104.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0104.md,digibok_2007031501007_0104.md,digibok_2007031501007_0104.md,2380,2912,532,0.42214663643235073,1.2584033613445378,1.282122905027933,2995,success
45,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0105.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0105.md,digibok_2007031501007_0105.md,digibok_2007031501007_0105.md,2484,2682,198,0.8482384823848238,0.24557165861513688,0.1362397820163488,610,success
46,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0106.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0106.md,digibok_2007031501007_0106.md,digibok_2007031501007_0106.md,2891,3015,124,0.9461564510667119,0.08820477343479764,0.17266187050359713,255,success
47,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0107.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0107.md,digibok_2007031501007_0107.md,digibok_2007031501007_0107.md,2285,2648,363,0.8068112710318265,0.39080962800875274,0.37026239067055394,893,success
48,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0108.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0108.md,digibok_2007031501007_0108.md,digibok_2007031501007_0108.md,2901,2996,95,0.9265728336442258,0.0958290244743192,0.1301518438177874,278,success
49,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0109.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0109.md,digibok_2007031501007_0109.md,digibok_2007031501007_0109.md,2983,3192,209,0.9379757085020243,0.11364398256788467,0.17088607594936708,339,success
50,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0110.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0110.md,digibok_2007031501007_0110.md,digibok_2007031501007_0110.md,2522,2698,176,0.7126436781609196,0.5364789849325932,0.5674300254452926,1353,success
51,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0112.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0112.md,digibok_2007031501007_0112.md,digibok_2007031501007_0112.md,2936,3015,79,0.9285834313560746,0.11035422343324251,0.1559633027522936,324,success
52,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0113.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0113.md,digibok_2007031501007_0113.md,digibok_2007031501007_0113.md,2263,2686,423,0.8914932309557486,0.2213875386654883,0.24281150159744408,501,success
53,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0114.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0114.md,digibok_2007031501007_0114.md,digibok_2007031501007_0114.md,3078,3151,73,0.9513565580349976,0.0705003248862898,0.15811088295687886,217,success
54,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0115.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0115.md,digibok_2007031501007_0115.md,digibok_2007031501007_0115.md,2792,3047,255,0.9255009419421134,0.1303724928366762,0.125,364,success
55,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0116.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0116.md,digibok_2007031501007_0116.md,digibok_2007031501007_0116.md,1904,2154,250,0.8708723509117792,0.22321428571428573,0.19557195571955718,425,success
56,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0117.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0117.md,digibok_2007031501007_0117.md,digibok_2007031501007_0117.md,2369,2587,218,0.5036319612590799,1.010552975939215,0.5653409090909091,2394,success
57,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0118.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0118.md,digibok_2007031501007_0118.md,digibok_2007031501007_0118.md,2263,2647,384,0.8118126272912424,0.3592576226248343,0.24709302325581395,813,success
58,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0119.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0119.md,digibok_2007031501007_0119.md,digibok_2007031501007_0119.md,2910,3031,121,0.94260225551254,0.08900343642611684,0.11650485436893204,259,success
59,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0120.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0120.md,digibok_2007031501007_0120.md,digibok_2007031501007_0120.md,3150,3196,46,0.9278285534194768,0.11777777777777777,0.109979633401222,371,success
60,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0121.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0121.md,digibok_2007031501007_0121.md,digibok_2007031501007_0121.md,2225,2786,561,0.8553182997405707,0.3024719101123596,0.29411764705882354,673,success
61,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0122.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0122.md,digibok_2007031501007_0122.md,digibok_2007031501007_0122.md,2662,2787,125,0.9407230684529272,0.09654395191585274,0.12030075187969924,257,success
62,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0123.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0123.md,digibok_2007031501007_0123.md,digibok_2007031501007_0123.md,2894,3023,129,0.9555517998985973,0.07532826537664132,0.0935412026726058,218,success
63,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0124.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0124.md,digibok_2007031501007_0124.md,digibok_2007031501007_0124.md,3007,3135,128,0.9397590361445783,0.10907881609577652,0.09036144578313253,328,success
64,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0125.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0125.md,digibok_2007031501007_0125.md,digibok_2007031501007_0125.md,2420,2627,207,0.9288686348325738,0.1268595041322314,0.13119533527696792,307,success
65,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0126.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0126.md,digibok_2007031501007_0126.md,digibok_2007031501007_0126.md,3129,3190,61,0.808355752492483,0.35091083413231067,0.09504132231404959,1098,success
66,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0127.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0127.md,digibok_2007031501007_0127.md,digibok_2007031501007_0127.md,2811,2953,142,0.9326856349757113,0.11597296335823551,0.12009237875288684,326,success
67,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0128.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0128.md,digibok_2007031501007_0128.md,digibok_2007031501007_0128.md,2789,2980,191,0.906916276651066,0.1441376837576192,0.21204819277108433,402,success
68,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0129.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0129.md,digibok_2007031501007_0129.md,digibok_2007031501007_0129.md,2444,3024,580,0.7820043891733723,0.425531914893617,0.359375,1040,success
69,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0130.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0130.md,digibok_2007031501007_0130.md,digibok_2007031501007_0130.md,2400,2583,183,0.9062813566124824,0.1525,0.16338028169014085,366,success
70,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0131.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0131.md,digibok_2007031501007_0131.md,digibok_2007031501007_0131.md,2916,3029,113,0.4938603868797309,1.0181755829903978,0.5022321428571429,2969,success
71,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0132.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0132.md,digibok_2007031501007_0132.md,digibok_2007031501007_0132.md,2492,2673,181,0.9219748305905131,0.13242375601926162,0.15608465608465608,330,success
72,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0133.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0133.md,digibok_2007031501007_0133.md,digibok_2007031501007_0133.md,2352,2584,232,0.850486223662885,0.21683673469387754,0.18051575931232092,510,success
73,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0134.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0134.md,digibok_2007031501007_0134.md,digibok_2007031501007_0134.md,2694,2862,168,0.9132469402447804,0.13511507052709726,0.17475728155339806,364,success
74,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0135.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0135.md,digibok_2007031501007_0135.md,digibok_2007031501007_0135.md,2138,2374,236,0.6223404255319149,0.775491113189897,0.609375,1658,success
75,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0136.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0136.md,digibok_2007031501007_0136.md,digibok_2007031501007_0136.md,2989,3114,125,0.9238079632967393,0.11274673803947809,0.19334719334719336,337,success
76,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0137.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0137.md,digibok_2007031501007_0137.md,digibok_2007031501007_0137.md,2701,2920,219,0.6002490660024906,0.7919289152165865,0.6428571428571429,2139,success
77,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0138.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0138.md,digibok_2007031501007_0138.md,digibok_2007031501007_0138.md,2712,2922,210,0.9311324103656372,0.11651917404129794,0.13221153846153846,316,success
78,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0139.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0139.md,digibok_2007031501007_0139.md,digibok_2007031501007_0139.md,2669,2799,130,0.6335040234089246,0.7321094042712627,0.5375302663438256,1954,success
79,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0140.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0140.md,digibok_2007031501007_0140.md,digibok_2007031501007_0140.md,2564,2756,192,0.9180451127819549,0.13650546021840873,0.10379746835443038,350,success
80,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0141.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0141.md,digibok_2007031501007_0141.md,digibok_2007031501007_0141.md,3015,3138,123,0.932228181374939,0.12039800995024875,0.11674008810572688,363,success
81,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0142.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0142.md,digibok_2007031501007_0142.md,digibok_2007031501007_0142.md,3155,3307,152,0.9560507582791705,0.0751188589540412,0.1103448275862069,237,success
82,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0143.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0143.md,digibok_2007031501007_0143.md,digibok_2007031501007_0143.md,2298,2489,191,0.4019218717359515,1.1057441253263707,0.5850746268656717,2541,success
83,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0144.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0144.md,digibok_2007031501007_0144.md,digibok_2007031501007_0144.md,2393,2578,185,0.9257694628847315,0.12661930631007104,0.10164835164835165,303,success
84,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0145.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0145.md,digibok_2007031501007_0145.md,digibok_2007031501007_0145.md,2653,2805,152,0.9300109930377428,0.10855635130041462,0.1343669250645995,288,success
85,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0146.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0146.md,digibok_2007031501007_0146.md,digibok_2007031501007_0146.md,2533,2715,182,0.9314024390243902,0.12159494670351362,0.12332439678284182,308,success
86,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0147.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0147.md,digibok_2007031501007_0147.md,digibok_2007031501007_0147.md,2363,2568,205,0.8979922936524032,0.17985611510791366,0.15555555555555556,425,success
87,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0148.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0148.md,digibok_2007031501007_0148.md,digibok_2007031501007_0148.md,2259,2440,181,0.9206214088103852,0.13811420982735723,0.16477272727272727,312,success
88,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0149.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0149.md,digibok_2007031501007_0149.md,digibok_2007031501007_0149.md,2869,3002,133,0.8693578606710952,0.21749738584872777,0.14038876889848811,624,success
89,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0152.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0152.md,digibok_2007031501007_0152.md,digibok_2007031501007_0152.md,2981,3185,204,0.9370742783003568,0.10902381751090238,0.1811926605504587,325,success
90,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0153.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0153.md,digibok_2007031501007_0153.md,digibok_2007031501007_0153.md,2410,2701,291,0.8929759342594404,0.1821576763485477,0.28184281842818426,439,success
91,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0154.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0154.md,digibok_2007031501007_0154.md,digibok_2007031501007_0154.md,3491,3554,63,0.9410929737402413,0.07762818676596964,0.1267056530214425,271,success
92,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0155.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0155.md,digibok_2007031501007_0155.md,digibok_2007031501007_0155.md,2944,3070,126,0.847356168939142,0.2673233695652174,0.1777301927194861,787,success
93,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0157.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0157.md,digibok_2007031501007_0157.md,digibok_2007031501007_0157.md,2637,2940,303,0.9037116729424421,0.17178612059158135,0.20876288659793815,453,success
94,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0158.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0158.md,digibok_2007031501007_0158.md,digibok_2007031501007_0158.md,2802,2923,121,0.914235807860262,0.12098501070663811,0.14858490566037735,339,success
95,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0159.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0159.md,digibok_2007031501007_0159.md,digibok_2007031501007_0159.md,2491,2944,453,0.8415823367065317,0.3151344841429145,0.23746701846965698,785,success
96,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0160.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0160.md,digibok_2007031501007_0160.md,digibok_2007031501007_0160.md,2330,2582,252,0.8994299674267101,0.17982832618025751,0.1921921921921922,419,success
97,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0161.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0161.md,digibok_2007031501007_0161.md,digibok_2007031501007_0161.md,2488,2720,232,0.8997695852534562,0.16680064308681672,0.18253968253968253,415,success
98,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0162.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0162.md,digibok_2007031501007_0162.md,digibok_2007031501007_0162.md,2565,2655,90,0.9260536398467433,0.11345029239766082,0.14540816326530612,291,success
99,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0163.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0163.md,digibok_2007031501007_0163.md,digibok_2007031501007_0163.md,3250,3324,74,0.9710982658959537,0.04707692307692308,0.10810810810810811,153,success
100,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0164.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0164.md,digibok_2007031501007_0164.md,digibok_2007031501007_0164.md,2834,2975,141,0.9395765191943536,0.09985885673959069,0.13231552162849872,283,success
101,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0165.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0165.md,digibok_2007031501007_0165.md,digibok_2007031501007_0165.md,1910,2525,615,0.18850056369785795,1.8675392670157067,0.9214285714285714,3567,success
102,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0166.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0166.md,digibok_2007031501007_0166.md,digibok_2007031501007_0166.md,1669,2079,410,0.708110992529349,0.6075494307968844,0.29545454545454547,1014,success
103,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0167.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0167.md,digibok_2007031501007_0167.md,digibok_2007031501007_0167.md,2811,2940,129,0.9573987132672579,0.0736392742796158,0.06521739130434782,207,success
104,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0168.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0168.md,digibok_2007031501007_0168.md,digibok_2007031501007_0168.md,3130,3367,237,0.9004155764198861,0.16677316293929711,0.13785557986870897,522,success
105,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0169.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0169.md,digibok_2007031501007_0169.md,digibok_2007031501007_0169.md,2930,3000,70,0.7730185497470489,0.4116040955631399,0.3717391304347826,1206,success
106,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0170.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0170.md,digibok_2007031501007_0170.md,digibok_2007031501007_0170.md,2895,3085,190,0.8163879598662207,0.33678756476683935,0.25790754257907544,975,success
107,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0171.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0171.md,digibok_2007031501007_0171.md,digibok_2007031501007_0171.md,2786,2913,127,0.9282330233374276,0.12419239052404882,0.08428246013667426,346,success
108,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0172.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0172.md,digibok_2007031501007_0172.md,digibok_2007031501007_0172.md,2123,2326,203,0.9166104742638795,0.15779557230334432,0.1476923076923077,335,success
109,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0173.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0173.md,digibok_2007031501007_0173.md,digibok_2007031501007_0173.md,1965,2220,255,0.5405017921146953,0.843765903307888,0.5567010309278351,1658,success
110,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0174.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0174.md,digibok_2007031501007_0174.md,digibok_2007031501007_0174.md,3443,3523,80,0.8636233132357163,0.22015683996514668,0.1927710843373494,758,success
111,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0175.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0175.md,digibok_2007031501007_0175.md,digibok_2007031501007_0175.md,2618,2732,114,0.9285981308411215,0.11573720397249809,0.17974683544303796,303,success
112,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0176.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0176.md,digibok_2007031501007_0176.md,digibok_2007031501007_0176.md,2403,2583,180,0.9097472924187726,0.15980024968789014,0.1636904761904762,384,success
113,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0177.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0177.md,digibok_2007031501007_0177.md,digibok_2007031501007_0177.md,2117,2368,251,0.8994425863991081,0.17949929145016533,0.11784511784511785,380,success
114,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0178.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0178.md,digibok_2007031501007_0178.md,digibok_2007031501007_0178.md,2490,2744,254,0.7665265571264807,0.43855421686746987,0.4339080459770115,1092,success
115,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0179.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0179.md,digibok_2007031501007_0179.md,digibok_2007031501007_0179.md,2197,2506,309,0.8943227726982776,0.19663177059626763,0.20923076923076922,432,success
116,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0180.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0180.md,digibok_2007031501007_0180.md,digibok_2007031501007_0180.md,2455,2568,113,0.9321122834959188,0.10875763747454176,0.18181818181818182,267,success
117,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0181.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0181.md,digibok_2007031501007_0181.md,digibok_2007031501007_0181.md,2485,2670,185,0.9129000969932105,0.15412474849094568,0.16531165311653118,383,success
118,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0182.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0182.md,digibok_2007031501007_0182.md,digibok_2007031501007_0182.md,2992,3114,122,0.9413691451031772,0.10060160427807487,0.08723404255319149,301,success
119,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0183.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0183.md,digibok_2007031501007_0183.md,digibok_2007031501007_0183.md,2601,2935,334,0.9039017341040463,0.18031526336024606,0.18932038834951456,469,success
120,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0184.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0184.md,digibok_2007031501007_0184.md,digibok_2007031501007_0184.md,2754,2953,199,0.94480462589802,0.09840232389251997,0.1016949152542373,271,success
121,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0185.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0185.md,digibok_2007031501007_0185.md,digibok_2007031501007_0185.md,2330,2511,181,0.923362941541004,0.13004291845493562,0.12464589235127478,303,success
122,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0187.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0187.md,digibok_2007031501007_0187.md,digibok_2007031501007_0187.md,2679,2806,127,0.9378304466727438,0.10377006345651363,0.08831168831168831,278,success
123,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0188.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0188.md,digibok_2007031501007_0188.md,digibok_2007031501007_0188.md,3030,3164,134,0.9405876654827252,0.09108910891089109,0.17162471395881007,276,success
