file_pair_id,file1_path,file2_path,file1_name,file2_name,Dolphin_length,MonkeyOCR_length,length_difference,similarity_ratio,character_error_rate,word_error_rate,edit_distance,status
124,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0189.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0189.md,digibok_2007031501007_0189.md,digibok_2007031501007_0189.md,2360,2475,115,0.9319544984488107,0.11906779661016949,0.1331521739130435,281,success
125,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0190.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0190.md,digibok_2007031501007_0190.md,digibok_2007031501007_0190.md,2689,2879,190,0.9263649425287356,0.12458162885831164,0.16183574879227053,335,success
126,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0191.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0191.md,digibok_2007031501007_0191.md,digibok_2007031501007_0191.md,2737,2803,66,0.9667870036101083,0.052977712824260136,0.12990196078431374,145,success
127,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0192.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0192.md,digibok_2007031501007_0192.md,digibok_2007031501007_0192.md,2334,2513,179,0.9317103362904889,0.12296486718080549,0.12094395280235988,287,success
128,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0193.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0193.md,digibok_2007031501007_0193.md,digibok_2007031501007_0193.md,2268,2457,189,0.6234920634920635,0.7425044091710759,0.3507692307692308,1684,success
129,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0194.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0194.md,digibok_2007031501007_0194.md,digibok_2007031501007_0194.md,2622,2782,160,0.8667653589933383,0.2410373760488177,0.2040302267002519,632,success
130,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0195.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0195.md,digibok_2007031501007_0195.md,digibok_2007031501007_0195.md,3034,14677,11643,0.3222855852295184,3.9007910349373764,4.3558558558558556,11835,success
131,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0196.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0196.md,digibok_2007031501007_0196.md,digibok_2007031501007_0196.md,2450,2635,185,0.87944936086529,0.22448979591836735,0.1763157894736842,550,success
132,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0197.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0197.md,digibok_2007031501007_0197.md,digibok_2007031501007_0197.md,2355,2685,330,0.8904761904761904,0.19830148619957538,0.19540229885057472,467,success
133,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0198.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0198.md,digibok_2007031501007_0198.md,digibok_2007031501007_0198.md,2982,3068,86,0.9176859504132231,0.14352783366867874,0.1752808988764045,428,success
134,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0199.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0199.md,digibok_2007031501007_0199.md,digibok_2007031501007_0199.md,2221,2418,197,0.889415822375512,0.21837010355695632,0.17771084337349397,485,success
135,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0200.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0200.md,digibok_2007031501007_0200.md,digibok_2007031501007_0200.md,3361,3454,93,0.9135730007336758,0.13359119309729248,0.13025210084033614,449,success
136,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0201.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0201.md,digibok_2007031501007_0201.md,digibok_2007031501007_0201.md,2680,2806,126,0.6678818811520233,0.6492537313432836,0.3374384236453202,1740,success
137,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0202.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0202.md,digibok_2007031501007_0202.md,digibok_2007031501007_0202.md,2576,2705,129,0.9180079530391971,0.11956521739130435,0.1402116402116402,308,success
138,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0203.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0203.md,digibok_2007031501007_0203.md,digibok_2007031501007_0203.md,2932,3058,126,0.937228714524207,0.09242837653478854,0.09777777777777778,271,success
139,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0204.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0204.md,digibok_2007031501007_0204.md,digibok_2007031501007_0204.md,2491,2686,195,0.7135406606142554,0.5708550782818146,0.5685131195335277,1422,success
140,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0205.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0205.md,digibok_2007031501007_0205.md,digibok_2007031501007_0205.md,2278,2468,190,0.5406658238516645,0.9284460052677788,0.6109422492401215,2115,success
141,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0206.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0206.md,digibok_2007031501007_0206.md,digibok_2007031501007_0206.md,2403,2570,167,0.7134526442791072,0.5613816063254266,0.5172413793103449,1349,success
142,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0207.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0207.md,digibok_2007031501007_0207.md,digibok_2007031501007_0207.md,2538,2720,182,0.897299353366299,0.19424743892829,0.10242587601078167,493,success
143,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0208.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0208.md,digibok_2007031501007_0208.md,digibok_2007031501007_0208.md,3021,3148,127,0.7511752309936781,0.464746772591857,0.8469827586206896,1404,success
144,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0209.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0209.md,digibok_2007031501007_0209.md,digibok_2007031501007_0209.md,2422,2594,172,0.879585326953748,0.21056977704376548,0.1487603305785124,510,success
145,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0211.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0211.md,digibok_2007031501007_0211.md,digibok_2007031501007_0211.md,2719,2848,129,0.8967127716903179,0.19345347554247885,0.1375,526,success
146,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0212.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0212.md,digibok_2007031501007_0212.md,digibok_2007031501007_0212.md,2723,2865,142,0.9448818897637795,0.09034153507161219,0.19612590799031476,246,success
147,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0213.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0213.md,digibok_2007031501007_0213.md,digibok_2007031501007_0213.md,2590,2771,181,0.932288752098489,0.1166023166023166,0.08857808857808858,302,success
148,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0214.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0214.md,digibok_2007031501007_0214.md,digibok_2007031501007_0214.md,2591,2774,183,0.870829450139795,0.25009648784253186,0.0982367758186398,648,success
149,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0215.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0215.md,digibok_2007031501007_0215.md,digibok_2007031501007_0215.md,2415,2598,183,0.9319768601635747,0.12049689440993788,0.1346704871060172,291,success
150,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0216.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0216.md,digibok_2007031501007_0216.md,digibok_2007031501007_0216.md,2875,2954,79,0.9456167438668726,0.09947826086956522,0.16627634660421545,286,success
151,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0217.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0217.md,digibok_2007031501007_0217.md,digibok_2007031501007_0217.md,2946,3066,120,0.9514304723885563,0.0814663951120163,0.07079646017699115,240,success
152,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0218.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0218.md,digibok_2007031501007_0218.md,digibok_2007031501007_0218.md,2262,2608,346,0.9026694045174538,0.1927497789566755,0.15142857142857144,436,success
153,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0219.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0219.md,digibok_2007031501007_0219.md,digibok_2007031501007_0219.md,2657,2779,122,0.891832229580574,0.18253669552126459,0.10268948655256724,485,success
154,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0220.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0220.md,digibok_2007031501007_0220.md,digibok_2007031501007_0220.md,2864,2999,135,0.951048951048951,0.07891061452513966,0.0794392523364486,226,success
155,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0221.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0221.md,digibok_2007031501007_0221.md,digibok_2007031501007_0221.md,2245,2496,251,0.8302045981860366,0.289532293986637,0.13753581661891118,650,success
156,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0222.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0222.md,digibok_2007031501007_0222.md,digibok_2007031501007_0222.md,2750,2888,138,0.937921248669741,0.09818181818181818,0.11358574610244988,270,success
157,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0223.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0223.md,digibok_2007031501007_0223.md,digibok_2007031501007_0223.md,2493,2721,228,0.906789413118527,0.15403128760529483,0.12876712328767123,384,success
158,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0224.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0224.md,digibok_2007031501007_0224.md,digibok_2007031501007_0224.md,2879,2999,120,0.882613133718952,0.21708926710663426,0.21144278606965175,625,success
159,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0225.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0225.md,digibok_2007031501007_0225.md,digibok_2007031501007_0225.md,2173,2400,227,0.8733872731248633,0.23147722043258168,0.14634146341463414,503,success
160,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0226.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0226.md,digibok_2007031501007_0226.md,digibok_2007031501007_0226.md,2187,2590,403,0.8436257065103622,0.2780064014631916,0.23300970873786409,608,success
161,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0227.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0227.md,digibok_2007031501007_0227.md,digibok_2007031501007_0227.md,2895,3021,126,0.9296822177146721,0.1081174438687392,0.11963882618510158,313,success
162,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0228.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0228.md,digibok_2007031501007_0228.md,digibok_2007031501007_0228.md,2781,2958,177,0.9057327060463496,0.14275440489032723,0.13526570048309178,397,success
163,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0229.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0229.md,digibok_2007031501007_0229.md,digibok_2007031501007_0229.md,2636,2754,118,0.8938775510204081,0.19195751138088013,0.11253196930946291,506,success
164,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0230.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0230.md,digibok_2007031501007_0230.md,digibok_2007031501007_0230.md,3021,3142,121,0.9547298393639462,0.07547169811320754,0.10444444444444445,228,success
165,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0231.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0231.md,digibok_2007031501007_0231.md,digibok_2007031501007_0231.md,2364,2797,433,0.8746366983142801,0.23815566835871405,0.24495677233429394,563,success
166,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0232.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0232.md,digibok_2007031501007_0232.md,digibok_2007031501007_0232.md,2124,2537,413,0.8714868054065651,0.2537664783427495,0.3426791277258567,539,success
167,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0233.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0233.md,digibok_2007031501007_0233.md,digibok_2007031501007_0233.md,3306,3379,73,0.9738219895287958,0.04295220810647308,0.11482254697286012,142,success
168,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0234.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0234.md,digibok_2007031501007_0234.md,digibok_2007031501007_0234.md,2460,2752,292,0.906369915579432,0.17357723577235773,0.16304347826086957,427,success
169,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0235.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0235.md,digibok_2007031501007_0235.md,digibok_2007031501007_0235.md,2690,2807,117,0.6509004911770057,0.6717472118959108,0.4401041666666667,1807,success
170,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0236.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0236.md,digibok_2007031501007_0236.md,digibok_2007031501007_0236.md,2685,2815,130,0.8909090909090909,0.18435754189944134,0.16321243523316062,495,success
171,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0237.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0237.md,digibok_2007031501007_0237.md,digibok_2007031501007_0237.md,2681,2802,121,0.32536932336312235,1.3371876165609846,0.3733681462140992,3585,success
172,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0238.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0238.md,digibok_2007031501007_0238.md,digibok_2007031501007_0238.md,2903,2954,51,0.9578282397131638,0.061315880124009646,0.15848214285714285,178,success
173,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0239.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0239.md,digibok_2007031501007_0239.md,digibok_2007031501007_0239.md,2748,2882,134,0.9296625222024867,0.10807860262008734,0.14390243902439023,297,success
174,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0240.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0240.md,digibok_2007031501007_0240.md,digibok_2007031501007_0240.md,2193,2546,353,0.33846803123021735,1.3347013223894209,0.8143322475570033,2927,success
175,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0241.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0241.md,digibok_2007031501007_0241.md,digibok_2007031501007_0241.md,2504,2781,277,0.9093661305581835,0.16972843450479233,0.1897018970189702,425,success
176,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0242.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0242.md,digibok_2007031501007_0242.md,digibok_2007031501007_0242.md,2701,2872,171,0.844069621388839,0.30692336171788226,0.10256410256410256,829,success
177,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0243.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0243.md,digibok_2007031501007_0243.md,digibok_2007031501007_0243.md,2364,2586,222,0.5115151515151515,0.9733502538071066,0.31329113924050633,2301,success
178,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0244.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0244.md,digibok_2007031501007_0244.md,digibok_2007031501007_0244.md,3427,3417,10,0.9772063120981882,0.028012839217974907,0.09523809523809523,96,success
179,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0245.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0245.md,digibok_2007031501007_0245.md,digibok_2007031501007_0245.md,2410,2588,178,0.9263705482192878,0.12448132780082988,0.08244680851063829,300,success
180,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0246.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0246.md,digibok_2007031501007_0246.md,digibok_2007031501007_0246.md,2830,2971,141,0.9529391484226858,0.08692579505300353,0.09953703703703703,246,success
181,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0247.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0247.md,digibok_2007031501007_0247.md,digibok_2007031501007_0247.md,2902,3019,117,0.9562573889545685,0.07580978635423846,0.09927360774818401,220,success
182,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0248.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0248.md,digibok_2007031501007_0248.md,digibok_2007031501007_0248.md,2535,2730,195,0.8995251661918329,0.1814595660749507,0.09042553191489362,460,success
183,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0249.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0249.md,digibok_2007031501007_0249.md,digibok_2007031501007_0249.md,2426,2610,184,0.8880063542494043,0.213520197856554,0.11634349030470914,518,success
184,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0250.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0250.md,digibok_2007031501007_0250.md,digibok_2007031501007_0250.md,2568,2748,180,0.9424379232505643,0.10669781931464174,0.08450704225352113,274,success
185,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0251.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0251.md,digibok_2007031501007_0251.md,digibok_2007031501007_0251.md,2725,3030,305,0.6140747176368375,0.7897247706422018,0.7272727272727273,2152,success
186,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0252.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0252.md,digibok_2007031501007_0252.md,digibok_2007031501007_0252.md,2515,2709,194,0.9046707503828484,0.16461232604373757,0.1585677749360614,414,success
187,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0254.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0254.md,digibok_2007031501007_0254.md,digibok_2007031501007_0254.md,1938,2349,411,0.8682062048052251,0.2672858617131063,0.1708185053380783,518,success
188,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0255.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0255.md,digibok_2007031501007_0255.md,digibok_2007031501007_0255.md,3280,3403,123,0.9088732605117462,0.15091463414634146,0.12375249500998003,495,success
189,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0256.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0256.md,digibok_2007031501007_0256.md,digibok_2007031501007_0256.md,2775,2936,161,0.9189283838206969,0.13513513513513514,0.19331742243436753,375,success
190,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0257.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0257.md,digibok_2007031501007_0257.md,digibok_2007031501007_0257.md,2137,2596,459,0.8413268540038031,0.2980814225549836,0.23893805309734514,637,success
191,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0258.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0258.md,digibok_2007031501007_0258.md,digibok_2007031501007_0258.md,2865,2985,120,0.9292307692307692,0.11273996509598604,0.15681818181818183,323,success
192,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0259.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0259.md,digibok_2007031501007_0259.md,digibok_2007031501007_0259.md,2653,2784,131,0.9479492367114217,0.0889558989822842,0.14871794871794872,236,success
193,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0260.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0260.md,digibok_2007031501007_0260.md,digibok_2007031501007_0260.md,2754,2883,129,0.9072201525634203,0.17610748002904866,0.12244897959183673,485,success
194,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0261.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0261.md,digibok_2007031501007_0261.md,digibok_2007031501007_0261.md,3055,3150,95,0.7526188557614827,0.4346972176759411,0.28297872340425534,1328,success
195,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0262.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0262.md,digibok_2007031501007_0262.md,digibok_2007031501007_0262.md,2667,2808,141,0.9267579908675799,0.13685789276340457,0.11253196930946291,365,success
196,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0263.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0263.md,digibok_2007031501007_0263.md,digibok_2007031501007_0263.md,2808,2929,121,0.939864040439254,0.09401709401709402,0.12557077625570776,264,success
197,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0264.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0264.md,digibok_2007031501007_0264.md,digibok_2007031501007_0264.md,2436,2639,203,0.9028571428571428,0.1748768472906404,0.1527777777777778,426,success
198,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0265.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0265.md,digibok_2007031501007_0265.md,digibok_2007031501007_0265.md,2891,3015,124,0.9234676600067728,0.12071947423037012,0.09070294784580499,349,success
199,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0266.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0266.md,digibok_2007031501007_0266.md,digibok_2007031501007_0266.md,2143,2606,463,0.8544956833017477,0.2841810545963602,0.26586102719033233,609,success
200,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0267.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0267.md,digibok_2007031501007_0267.md,digibok_2007031501007_0267.md,2671,2788,117,0.9426634914819564,0.09397229502059154,0.12239583333333333,251,success
201,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0268.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0268.md,digibok_2007031501007_0268.md,digibok_2007031501007_0268.md,2100,2353,253,0.8641365371659555,0.2619047619047619,0.16333333333333333,550,success
202,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0269.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0269.md,digibok_2007031501007_0269.md,digibok_2007031501007_0269.md,2926,3047,121,0.958312405826218,0.0748462064251538,0.0831353919239905,219,success
203,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0270.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0270.md,digibok_2007031501007_0270.md,digibok_2007031501007_0270.md,2424,2644,220,0.8977900552486188,0.17037953795379537,0.19373219373219372,413,success
204,D:\data\HCNC\norway\biographies\storage\Dolphin\markdown\digibok_2007031501007_0271.md,D:\data\HCNC\norway\biographies\storage\MonkeyOCR\digibok_2007031501007\digibok_2007031501007_0271.md,digibok_2007031501007_0271.md,digibok_2007031501007_0271.md,2274,2457,183,0.6878038469668146,0.6165347405452947,0.7296511627906976,1402,success
